date,Mkt-RF,SMB,HML,RMW,CMA
2013-10-11,0.71,0.77,0.00,0.12,-0.10
2013-10-14,0.43,0.20,-0.10,0.08,-0.13
2013-10-15,-0.73,-0.19,0.03,0.25,-0.15
2013-10-16,1.37,-0.31,0.15,-0.57,-0.08
2013-10-17,0.70,0.10,-0.06,-0.15,0.04
2013-10-18,0.72,0.26,0.12,-0.05,-0.46
2013-10-21,-0.02,-0.12,0.01,0.28,0.03
2013-10-22,0.51,-0.28,0.04,0.25,0.35
2013-10-23,-0.51,0.17,-0.32,0.62,0.20
2013-10-24,0.42,0.37,-0.30,-0.01,-0.19
2013-10-25,0.33,-0.32,0.08,0.15,0.03
2013-10-28,0.09,-0.07,0.05,0.36,0.19
2013-10-29,0.54,-0.15,-0.06,0.10,0.28
2013-10-30,-0.59,-0.75,0.50,0.54,0.07
2013-10-31,-0.33,-0.11,-0.45,0.31,0.17
2013-11-01,0.20,-0.63,0.22,0.23,0.27
2013-11-04,0.47,0.75,-0.06,0.12,-0.08
2013-11-05,-0.23,-0.03,-0.24,0.21,-0.07
2013-11-06,0.27,-0.81,0.33,0.28,0.19
2013-11-07,-1.45,-0.30,0.14,0.14,0.31
2013-11-08,1.46,0.59,0.44,-0.52,-0.02
2013-11-11,0.11,0.03,-0.14,0.01,0.00
2013-11-12,-0.18,0.36,-0.70,0.54,0.13
2013-11-13,0.90,0.08,-0.11,-0.36,-0.19
2013-11-14,0.42,-0.59,0.30,-0.12,0.02
2013-11-15,0.44,0.08,-0.29,0.04,-0.07
2013-11-18,-0.49,-0.37,0.46,0.39,0.28
2013-11-19,-0.27,-0.26,0.25,0.01,0.00
2013-11-20,-0.33,0.28,0.02,0.03,-0.01
2013-11-21,0.96,0.80,-0.03,-0.44,-0.29
2013-11-22,0.49,-0.06,0.07,-0.07,-0.06
2013-11-25,-0.11,0.17,0.13,0.03,0.24
2013-11-26,0.17,0.79,-0.41,-0.35,-0.39
2013-11-27,0.30,0.32,-0.04,0.06,0.00
2013-11-29,-0.02,0.26,-0.15,-0.01,-0.19
2013-12-02,-0.32,-0.92,0.14,0.03,0.04
2013-12-03,-0.34,-0.12,-0.09,0.16,-0.01
2013-12-04,-0.08,-0.22,0.29,-0.37,-0.12
2013-12-05,-0.34,0.60,-0.64,0.04,-0.47
2013-12-06,1.02,-0.29,0.18,-0.01,0.47
2013-12-09,0.17,-0.41,0.02,-0.05,0.00
2013-12-10,-0.34,-0.55,0.23,-0.08,-0.05
2013-12-11,-1.16,-0.32,0.07,0.52,0.10
2013-12-12,-0.24,0.40,0.23,-0.29,-0.09
2013-12-13,0.09,0.24,0.01,-0.26,0.20
2013-12-16,0.67,0.58,-0.13,0.16,-0.02
2013-12-17,-0.25,0.19,-0.08,-0.13,-0.08
2013-12-18,1.55,-0.42,0.05,-0.06,0.25
2013-12-19,-0.10,-0.51,0.24,-0.08,0.09
2013-12-20,0.69,1.26,-0.30,-0.24,-0.40
2013-12-23,0.62,0.49,-0.01,-0.21,-0.18
2013-12-24,0.34,0.10,0.09,-0.05,0.16
2013-12-26,0.44,-0.33,-0.32,0.22,0.08
2013-12-27,-0.05,-0.02,0.24,0.08,0.23
2013-12-30,0.00,0.02,-0.30,0.11,0.07
2013-12-31,0.43,-0.17,0.08,-0.06,-0.22
2014-01-02,-0.88,-0.25,0.17,-0.32,0.11
2014-01-03,0.03,0.41,0.03,-0.35,0.15
2014-01-06,-0.34,-0.54,0.30,-0.31,0.05
2014-01-07,0.68,0.32,-0.38,-0.08,-0.30
2014-01-08,0.04,-0.01,-0.10,-0.47,-0.07
2014-01-09,0.02,0.18,-0.45,-0.52,-0.42
2014-01-10,0.27,0.45,-0.81,-0.28,-0.36
2014-01-13,-1.32,-0.10,0.10,-0.10,0.46
2014-01-14,1.15,0.10,-0.30,-0.09,-0.35
2014-01-15,0.53,0.23,0.21,-0.42,-0.02
2014-01-16,-0.07,0.25,-0.70,-0.02,-0.27
2014-01-17,-0.39,0.00,0.03,-0.19,0.02
2014-01-21,0.30,0.43,0.00,-0.25,-0.33
2014-01-22,0.15,0.31,0.21,-0.17,-0.18
2014-01-23,-0.86,0.09,-0.52,0.18,-0.10
2014-01-24,-2.18,-0.38,0.18,0.22,0.07
2014-01-27,-0.65,-0.78,0.39,0.45,0.39
2014-01-28,0.73,0.17,0.03,-0.83,0.15
2014-01-29,-1.07,-0.33,0.23,0.15,0.13
2014-01-30,1.22,0.21,-0.38,-0.88,-0.53
2014-01-31,-0.66,-0.10,-0.32,0.21,-0.21
2014-02-03,-2.48,-0.84,0.29,0.22,0.05
2014-02-04,0.77,-0.05,-0.05,-0.14,0.22
2014-02-05,-0.23,-0.58,0.20,0.15,0.24
2014-02-06,1.22,-0.42,0.28,0.04,-0.05
2014-02-07,1.33,-0.23,-0.65,-0.42,-0.50
2014-02-10,0.16,0.06,-0.47,-0.30,-0.18
2014-02-11,1.09,-0.17,0.24,0.01,0.09
2014-02-12,0.11,0.25,-0.05,0.18,0.01
2014-02-13,0.72,0.67,-0.08,-0.19,-0.33
2014-02-14,0.42,-0.33,0.37,0.37,0.34
2014-02-18,0.27,0.94,-0.26,-0.32,-0.28
2014-02-19,-0.73,-0.33,-0.44,0.30,0.01
2014-02-20,0.71,0.53,-0.21,-0.07,-0.23
2014-02-21,-0.09,0.35,-0.03,0.01,-0.05
2014-02-24,0.65,0.21,0.33,-0.17,-0.01
2014-02-25,-0.10,0.05,-0.60,-0.07,0.07
2014-02-26,0.13,0.65,-0.08,-0.02,0.03
2014-02-27,0.54,0.09,0.00,-0.24,-0.04
2014-02-28,0.15,-0.66,0.84,0.42,0.13
2014-03-03,-0.70,0.10,0.14,0.04,0.10
2014-03-04,1.67,1.06,-0.13,-0.46,-0.15
2014-03-05,0.01,-0.21,0.28,-0.57,-0.11
2014-03-06,0.16,-0.23,0.77,0.32,0.36
2014-03-07,0.04,-0.02,0.52,0.17,0.34
2014-03-10,-0.09,-0.07,0.08,0.02,-0.13
2014-03-11,-0.62,-0.55,-0.19,0.45,-0.04
2014-03-12,0.13,0.29,-0.17,-0.11,-0.43
2014-03-13,-1.21,-0.06,0.22,0.15,0.04
2014-03-14,-0.16,0.66,-0.10,0.17,0.04
2014-03-17,0.90,-0.35,0.02,0.14,0.04
2014-03-18,0.82,0.68,-0.39,-0.32,-0.30
2014-03-19,-0.59,-0.12,0.62,-0.39,0.03
2014-03-20,0.52,-0.36,0.99,-0.17,0.33
2014-03-21,-0.37,-0.16,0.87,0.47,0.45
2014-03-24,-0.64,-0.78,0.92,0.65,0.38
2014-03-25,0.29,-0.34,0.14,0.28,0.14
2014-03-26,-0.89,-1.11,0.26,0.65,0.46
2014-03-27,-0.18,-0.12,-0.34,0.14,0.00
2014-03-28,0.41,-0.37,0.54,0.56,0.31
2014-03-31,0.96,0.99,-0.18,-0.21,0.04
2014-04-01,0.87,0.65,-0.37,-0.19,-0.28
2014-04-02,0.30,0.04,0.15,0.07,0.04
2014-04-03,-0.31,-0.77,0.81,0.56,0.40
2014-04-04,-1.47,-1.01,0.70,0.64,0.48
2014-04-07,-1.25,-0.35,-0.05,0.20,0.03
2014-04-08,0.49,0.29,-0.22,0.06,-0.14
2014-04-09,1.21,0.22,-0.86,-0.46,-0.53
2014-04-10,-2.24,-0.61,0.79,0.84,0.76
2014-04-11,-1.07,-0.38,0.24,0.43,0.03
2014-04-14,0.71,-0.48,0.20,0.32,-0.20
2014-04-15,0.60,-0.35,0.19,-0.04,-0.17
2014-04-16,1.12,0.01,-0.37,-0.05,-0.09
2014-04-17,0.23,0.32,0.23,-0.18,0.16
2014-04-21,0.38,0.16,-0.43,0.04,-0.09
2014-04-22,0.57,0.69,-0.35,-0.69,-0.09
2014-04-23,-0.31,-0.54,0.91,0.19,0.24
2014-04-24,0.08,-0.42,-0.16,0.19,-0.19
2014-04-25,-1.04,-0.89,0.55,0.81,0.68
2014-04-28,0.12,-0.65,-0.58,1.16,0.04
2014-04-29,0.57,-0.24,-0.13,-0.57,-0.25
2014-04-30,0.35,0.21,-0.05,0.08,0.03
2014-05-01,0.04,-0.16,-0.17,-0.48,-0.19
2014-05-02,-0.08,0.27,0.41,0.34,0.19
2014-05-05,0.13,-0.37,-0.55,0.14,-0.28
2014-05-06,-1.03,-0.51,0.14,0.85,0.15
2014-05-07,0.45,-0.72,1.11,-0.01,0.57
2014-05-08,-0.26,-0.96,0.38,0.12,0.26
2014-05-09,0.25,0.63,-0.36,-0.15,-0.05
2014-05-12,1.20,1.36,-0.27,-0.47,-0.28
2014-05-13,-0.05,-1.04,0.22,0.02,-0.02
2014-05-14,-0.60,-1.13,-0.46,0.17,-0.20
2014-05-15,-0.90,0.33,-0.28,0.23,-0.06
2014-05-16,0.36,0.22,-0.43,0.18,-0.16
2014-05-19,0.50,0.62,0.06,-0.32,-0.07
2014-05-20,-0.78,-0.80,0.23,0.09,-0.09
2014-05-21,0.81,-0.28,0.10,-0.02,-0.14
2014-05-22,0.36,0.62,-0.27,-0.55,-0.21
2014-05-23,0.49,0.59,-0.22,-0.10,-0.06
2014-05-27,0.69,0.66,-0.14,-0.55,-0.28
2014-05-28,-0.12,-0.25,0.22,0.09,0.12
2014-05-29,0.54,-0.22,-0.11,-0.06,-0.22
2014-05-30,0.06,-0.62,0.26,0.34,0.08
2014-06-02,0.06,-0.65,0.37,0.14,0.19
2014-06-03,-0.05,-0.24,0.20,0.08,-0.16
2014-06-04,0.28,0.23,-0.07,-0.19,-0.18
2014-06-05,0.77,1.29,-0.17,-0.18,-0.11
2014-06-06,0.54,0.48,-0.02,-0.11,-0.09
2014-06-09,0.22,1.02,-0.31,-0.43,-0.05
2014-06-10,-0.03,-0.19,-0.03,-0.35,0.07
2014-06-11,-0.34,-0.17,-0.25,-0.13,-0.17
2014-06-12,-0.69,0.11,0.16,-0.23,-0.03
2014-06-13,0.31,-0.05,-0.18,0.08,-0.13
2014-06-16,0.13,0.41,-0.69,-0.07,-0.28
2014-06-17,0.34,0.55,0.45,-0.54,0.04
2014-06-18,0.74,-0.26,-0.10,0.08,-0.18
2014-06-19,0.12,-0.14,-0.03,0.15,-0.10
2014-06-20,0.18,0.20,0.04,0.03,0.02
2014-06-23,-0.02,-0.23,0.09,-0.01,-0.16
2014-06-24,-0.72,-0.37,-0.25,0.01,0.01
2014-06-25,0.53,0.33,0.15,-0.12,-0.22
2014-06-26,-0.11,-0.09,0.00,0.14,-0.05
2014-06-27,0.25,0.49,-0.22,0.14,-0.14
2014-06-30,0.07,0.28,0.17,-0.27,-0.15
2014-07-01,0.74,0.43,-0.38,0.06,-0.10
2014-07-02,-0.03,-0.46,-0.20,0.09,0.19
2014-07-03,0.59,0.20,0.12,0.01,0.24
2014-07-07,-0.62,-1.20,0.33,0.76,0.29
2014-07-08,-0.82,-0.55,0.73,0.82,0.46
2014-07-09,0.46,-0.40,-0.12,-0.04,-0.08
2014-07-10,-0.49,-0.60,-0.02,0.07,0.08
2014-07-11,0.12,-0.31,-0.36,-0.38,-0.18
2014-07-14,0.46,-0.01,-0.15,0.01,-0.16
2014-07-15,-0.32,-0.82,1.00,0.21,0.38
2014-07-16,0.33,-0.58,0.35,0.18,0.18
2014-07-17,-1.21,-0.36,0.18,0.40,0.19
2014-07-18,1.12,0.46,-0.45,-0.25,-0.33
2014-07-21,-0.25,-0.23,0.04,-0.35,-0.30
2014-07-22,0.53,0.29,-0.33,0.21,-0.18
2014-07-23,0.19,0.11,-0.78,-0.23,0.01
2014-07-24,0.05,-0.31,0.03,-0.21,-0.01
2014-07-25,-0.53,-0.39,0.16,-0.01,0.06
2014-07-28,-0.08,-0.45,0.27,0.04,0.03
2014-07-29,-0.33,0.63,-0.66,-0.15,-0.14
2014-07-30,0.12,0.37,-0.36,-0.68,-0.35
2014-07-31,-2.03,-0.16,0.48,0.40,0.29
2014-08-01,-0.32,-0.23,-0.03,0.10,0.14
2014-08-04,0.74,0.03,-0.22,-0.11,-0.45
2014-08-05,-0.84,0.72,-0.18,-0.16,0.01
2014-08-06,0.02,0.41,0.11,-0.03,0.28
2014-08-07,-0.52,-0.05,-0.15,0.07,-0.04
2014-08-08,1.13,-0.16,-0.17,0.34,0.18
2014-08-11,0.40,0.55,-0.26,-0.17,-0.27
2014-08-12,-0.23,-0.57,0.26,0.06,0.01
2014-08-13,0.70,-0.15,-0.24,-0.39,-0.23
2014-08-14,0.44,-0.26,0.01,-0.20,-0.02
2014-08-15,0.00,-0.14,-0.14,0.18,-0.24
2014-08-18,0.93,0.58,-0.18,0.00,0.03
2014-08-19,0.49,-0.12,-0.09,0.24,-0.13
2014-08-20,0.19,-0.65,0.29,-0.01,0.28
2014-08-21,0.28,-0.08,0.81,-0.12,0.25
2014-08-22,-0.10,0.27,-0.38,-0.07,-0.18
2014-08-25,0.49,-0.21,0.01,-0.02,-0.11
2014-08-26,0.19,0.68,-0.32,-0.38,-0.17
2014-08-27,0.00,-0.21,0.15,0.13,0.10
2014-08-28,-0.19,-0.40,0.08,0.22,0.03
2014-08-29,0.39,0.28,0.09,-0.31,-0.16
2014-09-02,0.05,0.41,-0.09,-0.09,-0.21
2014-09-03,-0.14,-0.51,0.24,0.05,0.43
2014-09-04,-0.18,-0.14,-0.17,0.18,0.00
2014-09-05,0.45,-0.28,-0.02,0.13,0.00
2014-09-08,-0.22,0.47,-0.46,-0.38,-0.23
2014-09-09,-0.72,-0.43,0.02,0.29,0.14
2014-09-10,0.45,0.16,-0.40,-0.29,-0.17
2014-09-11,0.19,0.50,0.22,-0.24,0.00
2014-09-12,-0.55,-0.18,0.13,-0.05,0.12
2014-09-15,-0.28,-0.92,0.63,0.47,0.71
2014-09-16,0.70,-0.39,-0.10,0.14,-0.18
2014-09-17,0.17,0.08,-0.24,-0.23,-0.21
2014-09-18,0.50,0.02,0.01,-0.11,-0.03
2014-09-19,-0.18,-0.97,0.03,0.20,-0.06
2014-09-22,-0.97,-0.54,0.10,0.46,0.21
2014-09-23,-0.62,-0.31,-0.06,-0.02,-0.28
2014-09-24,0.81,0.05,-0.93,0.09,-0.43
2014-09-25,-1.63,0.12,0.12,0.30,0.27
2014-09-26,0.85,-0.06,-0.25,0.10,-0.49
2014-09-29,-0.22,0.16,-0.44,0.17,-0.27
2014-09-30,-0.40,-1.01,0.11,0.04,0.01
2014-10-01,-1.39,-0.14,0.30,0.20,0.01
2014-10-02,0.16,0.98,-0.39,-0.30,-0.29
2014-10-03,1.08,-0.39,-0.45,-0.09,-0.13
2014-10-06,-0.26,-0.76,0.36,0.30,0.24
2014-10-07,-1.56,-0.14,0.15,0.26,0.03
2014-10-08,1.70,-0.01,-0.06,-0.05,-0.05
2014-10-09,-2.17,-0.47,-0.40,0.40,-0.12
2014-10-10,-1.29,-0.08,0.51,0.75,0.39
2014-10-13,-1.59,1.32,0.49,-0.30,0.23
2014-10-14,0.27,0.84,-0.12,0.02,0.09
2014-10-15,-0.54,1.68,-1.33,-0.48,-0.63
2014-10-16,0.22,1.05,0.24,-0.44,0.12
2014-10-17,1.13,-1.57,-0.10,-0.02,0.26
2014-10-20,0.94,0.13,-0.31,0.10,-0.32
2014-10-21,1.98,-0.42,0.07,0.07,-0.10
2014-10-22,-0.85,-0.55,0.17,0.13,0.20
2014-10-23,1.29,0.45,-0.44,-0.34,-0.07
2014-10-24,0.65,-0.50,-0.13,-0.34,0.10
2014-10-27,-0.17,0.07,-0.30,0.12,-0.02
2014-10-28,1.37,1.56,0.05,-0.40,-0.18
2014-10-29,-0.17,0.01,0.44,0.21,0.35
2014-10-30,0.60,0.20,-0.52,-0.41,0.06
2014-10-31,1.23,0.31,0.20,0.20,-0.02
2014-11-03,-0.01,-0.30,-0.05,0.04,0.14
2014-11-04,-0.34,-0.04,-0.25,0.13,0.07
2014-11-05,0.48,-0.43,0.85,0.30,0.77
2014-11-06,0.49,0.06,-0.49,0.13,-0.27
2014-11-07,0.08,0.01,0.48,-0.22,0.05
2014-11-10,0.33,0.14,-0.50,-0.28,-0.42
2014-11-11,0.10,0.02,-0.27,0.12,-0.29
2014-11-12,0.07,0.70,-0.27,0.20,0.06
2014-11-13,-0.03,-0.91,-0.36,0.57,0.00
2014-11-14,0.06,-0.14,0.18,-0.02,-0.12
2014-11-17,-0.05,-0.94,0.23,0.03,0.24
2014-11-18,0.51,-0.02,-0.34,-0.15,0.02
2014-11-19,-0.21,-0.88,-0.04,0.39,0.07
2014-11-20,0.31,0.89,0.00,-0.02,-0.06
2014-11-21,0.48,-0.38,-0.05,-0.10,0.02
2014-11-24,0.40,0.91,-0.53,-0.20,-0.10
2014-11-25,-0.08,0.04,-0.02,0.11,0.15
2014-11-26,0.29,0.03,-0.49,-0.19,-0.20
2014-11-28,-0.34,-1.00,-1.16,0.68,0.00
2014-12-01,-0.90,-0.90,0.61,0.10,0.52
2014-12-02,0.65,0.46,0.08,-0.50,0.05
2014-12-03,0.46,0.44,0.30,-0.18,0.06
2014-12-04,-0.17,-0.34,0.07,0.10,-0.15
2014-12-05,0.25,0.57,0.23,-0.66,0.16
2014-12-08,-0.82,-0.54,0.18,0.02,0.09
2014-12-09,0.13,1.70,-0.12,-0.47,-0.30
2014-12-10,-1.72,-0.64,-0.13,0.12,0.16
2014-12-11,0.50,-0.06,-0.17,0.19,0.02
2014-12-12,-1.55,0.46,-0.59,0.20,-0.32
2014-12-15,-0.68,-0.24,0.07,0.71,0.14
2014-12-16,-0.80,0.69,0.60,-0.13,0.45
2014-12-17,2.15,0.90,-0.08,-0.46,-0.46
2014-12-18,2.36,-0.90,-0.19,-0.41,-0.24
2014-12-19,0.43,-0.23,0.24,-0.46,-0.03
2014-12-22,0.37,0.19,-0.10,0.20,0.10
2014-12-23,0.21,-0.14,1.10,0.59,0.64
2014-12-24,0.06,0.34,-0.18,-0.11,-0.07
2014-12-26,0.38,0.34,-0.30,-0.08,-0.19
2014-12-29,0.13,0.22,0.57,0.19,0.19
2014-12-30,-0.48,0.07,0.32,-0.06,0.33
2014-12-31,-0.93,0.47,-0.45,-0.11,-0.26
2015-01-02,-0.12,-0.56,0.12,-0.28,0.15
2015-01-05,-1.84,0.25,-0.67,0.17,-0.08
2015-01-06,-1.03,-0.79,-0.29,0.52,0.06
2015-01-07,1.19,0.17,-0.67,0.26,-0.17
2015-01-08,1.81,-0.10,-0.29,0.10,-0.21
2015-01-09,-0.85,-0.03,-0.47,-0.12,-0.16
2015-01-12,-0.78,0.35,-0.44,0.17,0.19
2015-01-13,-0.19,0.24,0.01,0.43,0.00
2015-01-14,-0.60,0.27,-0.50,0.19,-0.12
2015-01-15,-1.08,-0.95,0.61,0.70,0.58
2015-01-16,1.36,0.49,-0.13,-0.31,-0.07
2015-01-20,0.11,-0.73,-0.54,0.02,-0.52
2015-01-21,0.42,-0.92,0.59,0.18,-0.02
2015-01-22,1.58,0.45,0.42,0.02,-0.08
2015-01-23,-0.47,0.42,-0.76,-0.06,-0.61
2015-01-26,0.42,0.59,-0.05,-0.42,-0.12
2015-01-27,-1.22,0.72,0.20,-0.35,0.48
2015-01-28,-1.39,-0.17,-0.81,0.52,-0.22
2015-01-29,0.98,0.21,0.04,0.01,-0.34
2015-01-30,-1.31,-0.84,0.05,-0.16,-0.47
2015-02-02,1.24,-0.38,1.00,0.04,0.16
2015-02-03,1.49,0.24,0.50,0.06,0.42
2015-02-04,-0.35,-0.09,-0.21,0.32,-0.12
2015-02-05,1.10,0.43,-0.07,-0.51,-0.18
2015-02-06,-0.20,0.09,0.34,-0.19,-0.10
2015-02-09,-0.46,-0.35,0.11,-0.03,-0.04
2015-02-10,1.05,-0.35,-0.73,0.10,-0.40
2015-02-11,0.03,-0.16,-0.34,0.07,-0.10
2015-02-12,1.00,0.19,-0.05,-0.16,-0.15
2015-02-13,0.47,0.14,-0.30,-0.30,-0.24
2015-02-17,0.16,-0.03,-0.03,-0.17,-0.15
2015-02-18,0.03,0.27,-0.83,0.28,-0.19
2015-02-19,-0.01,0.22,-0.38,-0.04,-0.37
2015-02-20,0.61,-0.43,-0.27,-0.07,-0.11
2015-02-23,-0.08,0.04,-0.37,0.38,-0.19
2015-02-24,0.32,0.00,0.71,-0.24,0.37
2015-02-25,0.01,0.19,-0.48,-0.56,-0.23
2015-02-26,-0.08,0.55,-0.50,-0.13,-0.32
2015-02-27,-0.36,-0.21,0.22,0.07,0.30
2015-03-02,0.62,0.19,-0.46,0.05,0.10
2015-03-03,-0.43,-0.30,0.32,-0.07,0.00
2015-03-04,-0.41,0.12,-0.37,-0.04,-0.30
2015-03-05,0.15,0.22,-0.43,-0.51,-0.20
2015-03-06,-1.29,0.30,0.41,-0.12,-0.02
2015-03-09,0.37,0.10,0.00,0.28,-0.06
2015-03-10,-1.63,0.43,-0.53,0.12,-0.15
2015-03-11,-0.03,0.60,0.51,-0.48,-0.06
2015-03-12,1.28,0.40,0.45,-0.05,0.23
2015-03-13,-0.58,0.21,-0.02,-0.11,-0.09
2015-03-16,1.24,-0.78,-0.38,-0.13,-0.16
2015-03-17,-0.19,0.52,-0.01,-0.01,-0.28
2015-03-18,1.09,-0.50,0.02,0.15,-0.03
2015-03-19,-0.36,0.79,-1.11,0.08,-0.37
2015-03-20,0.81,-0.11,0.56,0.44,0.26
2015-03-23,-0.19,0.19,0.24,0.18,0.32
2015-03-24,-0.51,0.54,-0.26,0.11,-0.21
2015-03-25,-1.56,-0.90,1.03,0.36,0.52
2015-03-26,-0.22,0.09,-0.04,0.03,-0.24
2015-03-27,0.32,0.44,-0.72,-0.14,-0.11
2015-03-30,1.24,0.06,0.01,-0.29,0.00
2015-03-31,-0.75,0.45,0.39,0.18,0.24
2015-04-01,-0.38,0.35,0.42,-0.16,0.21
2015-04-02,0.35,-0.11,0.28,-0.10,0.22
2015-04-06,0.61,-0.30,-0.08,0.20,-0.18
2015-04-07,-0.22,-0.19,-0.19,-0.18,-0.26
2015-04-08,0.37,0.47,-0.74,-0.04,-0.30
2015-04-09,0.41,-0.72,-0.08,-0.26,0.14
2015-04-10,0.49,-0.15,-0.27,-0.47,0.19
2015-04-13,-0.38,0.56,0.24,-0.13,-0.13
2015-04-14,0.10,-0.15,0.22,0.07,0.09
2015-04-15,0.57,0.28,0.36,-0.22,-0.07
2015-04-16,-0.08,-0.10,-0.20,-0.21,-0.22
2015-04-17,-1.23,-0.43,0.17,0.15,0.08
2015-04-20,0.95,0.16,-0.28,0.46,-0.32
2015-04-21,-0.10,0.11,-0.73,0.10,-0.25
2015-04-22,0.46,-0.40,0.18,-0.07,0.01
2015-04-23,0.29,0.29,-0.25,0.00,-0.21
2015-04-24,0.17,-0.53,-0.30,0.83,-0.56
2015-04-27,-0.53,-0.66,0.56,0.54,-0.02
2015-04-28,0.27,0.24,1.06,0.06,0.46
2015-04-29,-0.39,-0.72,0.72,-0.77,-0.01
2015-04-30,-1.11,-1.01,0.71,0.25,0.47
2015-05-01,1.01,-0.31,-0.61,0.25,-0.17
2015-05-04,0.32,0.10,0.22,-0.15,0.04
2015-05-05,-1.19,-0.14,0.52,0.00,0.30
2015-05-06,-0.31,0.60,-0.12,-0.25,0.11
2015-05-07,0.39,0.00,-0.37,-0.26,0.00
2015-05-08,1.21,-0.56,-0.11,-0.27,-0.28
2015-05-11,-0.39,0.67,-0.05,-0.04,-0.02
2015-05-12,-0.26,0.00,0.14,-0.15,-0.01
2015-05-13,0.01,-0.01,0.04,-0.12,0.04
2015-05-14,1.01,-0.16,-0.34,0.12,-0.45
2015-05-15,0.05,-0.22,-0.20,0.24,0.24
2015-05-18,0.44,0.74,-0.11,-0.18,-0.28
2015-05-19,-0.09,-0.09,0.23,-0.10,-0.03
2015-05-20,-0.05,0.18,-0.10,-0.16,0.02
2015-05-21,0.23,-0.28,0.02,0.09,-0.17
2015-05-22,-0.22,-0.12,-0.13,-0.12,-0.07
2015-05-26,-1.01,-0.03,-0.02,-0.10,0.14
2015-05-27,0.93,0.30,-0.32,-0.04,-0.30
2015-05-28,-0.11,0.10,0.15,-0.22,0.10
2015-05-29,-0.58,0.05,0.05,-0.27,-0.04
2015-06-01,0.17,-0.05,-0.23,0.23,-0.32
2015-06-02,-0.02,0.32,0.35,-0.19,0.16
2015-06-03,0.39,0.87,-0.26,-0.15,-0.05
2015-06-04,-0.88,-0.09,0.00,0.18,-0.02
2015-06-05,0.06,0.84,0.09,-0.53,-0.37
2015-06-08,-0.66,0.04,0.01,0.05,0.07
2015-06-09,0.02,-0.28,0.37,0.15,0.10
2015-06-10,1.19,0.17,0.21,-0.04,0.06
2015-06-11,0.21,-0.08,-0.10,0.16,-0.03
2015-06-12,-0.63,0.35,0.12,0.07,0.12
2015-06-15,-0.45,0.16,-0.14,-0.20,-0.26
2015-06-16,0.57,0.11,-0.01,0.11,-0.06
2015-06-17,0.16,-0.31,-0.66,0.16,-0.12
2015-06-18,0.99,0.16,-0.44,-0.14,-0.19
2015-06-19,-0.43,0.52,-0.21,0.08,-0.06
2015-06-22,0.63,0.10,-0.06,-0.16,-0.25
2015-06-23,0.12,0.25,0.29,-0.10,-0.03
2015-06-24,-0.79,-0.14,0.13,0.16,0.00
2015-06-25,-0.25,0.33,-0.21,0.16,-0.08
2015-06-26,-0.06,-0.19,0.41,0.33,0.34
2015-06-29,-2.14,-0.42,0.17,0.33,0.11
2015-06-30,0.33,0.29,-0.66,-0.31,-0.66
2015-07-01,0.61,-0.75,-0.04,0.21,0.07
2015-07-02,-0.11,-0.61,-0.10,-0.04,0.00
2015-07-06,-0.37,0.10,-0.56,-0.20,-0.22
2015-07-07,0.53,-0.50,-0.28,0.43,0.02
2015-07-08,-1.68,-0.02,0.09,0.15,0.11
2015-07-09,0.29,0.16,0.02,-0.33,-0.29
2015-07-10,1.23,0.18,-0.52,-0.21,-0.11
2015-07-13,1.14,-0.11,-0.43,0.09,-0.27
2015-07-14,0.48,0.15,0.10,-0.29,-0.26
2015-07-15,-0.18,-0.79,-0.06,-0.22,-0.29
2015-07-16,0.77,-0.25,-0.64,-0.25,-0.66
2015-07-17,0.05,-0.68,-0.65,-0.24,-0.95
2015-07-20,-0.01,-0.78,-0.61,0.35,-0.29
2015-07-21,-0.46,0.07,0.30,-0.19,0.00
2015-07-22,-0.17,0.27,0.23,-0.38,0.08
2015-07-23,-0.58,-0.43,-0.31,-0.05,-0.05
2015-07-24,-1.09,-0.67,0.04,0.05,-0.05
2015-07-27,-0.74,-0.24,0.05,0.10,0.39
2015-07-28,1.23,-0.36,-0.14,0.01,0.14
2015-07-29,0.75,-0.24,0.53,0.95,0.32
2015-07-30,0.10,0.17,-0.27,0.12,-0.17
2015-07-31,-0.15,0.75,-1.01,0.26,-0.03
2015-08-03,-0.34,-0.33,-0.20,0.06,0.06
2015-08-04,-0.14,-0.01,-0.13,-0.03,0.23
2015-08-05,0.36,-0.11,-0.40,-0.02,-0.07
2015-08-06,-0.88,-0.34,1.93,0.32,0.81
2015-08-07,-0.36,-0.45,-0.30,0.27,0.09
2015-08-10,1.31,0.18,0.70,0.17,0.05
2015-08-11,-0.98,-0.07,0.42,0.15,0.09
2015-08-12,0.07,-0.19,-0.32,-0.11,-0.15
2015-08-13,-0.14,-0.44,0.08,0.13,-0.10
2015-08-14,0.43,0.14,0.44,-0.08,0.09
2015-08-17,0.60,0.34,-0.86,-0.21,-0.46
2015-08-18,-0.35,-0.61,0.37,0.36,0.07
2015-08-19,-0.85,-0.20,-0.22,-0.10,-0.03
2015-08-20,-2.24,-0.20,0.55,0.65,0.63
2015-08-21,-2.95,1.83,0.14,-0.71,0.82
2015-08-24,-3.91,0.28,-0.43,0.46,0.16
2015-08-25,-1.16,0.58,-0.60,-0.29,-0.64
2015-08-26,3.68,-1.42,-0.33,0.17,-0.68
2015-08-27,2.40,-0.63,0.61,-0.30,-0.21
